D://crw_data//df.fillna\source33\code\pd.Series.astype_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 27,
    'np.unique(column_df, return_counts=True)[1].astype(float)',
    'np.unique(column_df, return_counts=True)[1].apply(float)', t1, t2,
    'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.abs\source109\code\pd.Series.astype_replace1.py,"TypeError: (""cannot convert the series to <class \'int\'>"", \'occurred at index var3\')","writer.writerow([url, 41, '(test[features] == 0).astype(int)',
    '(test[features] == 0).apply(int)', t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",TypeError
D://crw_data//df.apply\source25\code\pd.Series.astype_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 59, 'test.id.values.astype(int)',
    'test.id.values.apply(int)', t1, t2, 'pd.Series.astype', 'pd.Series.apply']
    )
",AttributeError
D://crw_data//np.array\source994\code\pd.Series.astype_replace4.py,AssertionError,"writer.writerow([url, 139, ""all_data['Response'].astype(int)"",
    ""all_data['Response'].apply(int)"", t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AssertionError
D://crw_data//np.column_stack\source28\code\pd.Series.astype_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 32, 'X.astype(np.float32)', 'X.apply(np.float32)', t1,
    t2, 'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.concatenate\source104\code\pd.Series.astype_replace0.py,AttributeError: \'category\' is not a valid function for \'Series\' object,"writer.writerow([url, 43, ""training_set['Sex'].astype('category')"",
    ""training_set['Sex'].apply('category')"", t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AttributeError
D://crw_data//np.concatenate\source32\code\pd.Series.astype_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 79,
    'promo_2017[t2017 + timedelta(days=i)].values.astype(np.uint8)',
    'promo_2017[t2017 + timedelta(days=i)].values.apply(np.uint8)', t1, t2,
    'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//df.fillna\source48\code\pd.Series.astype_replace1.py,AssertionError,"writer.writerow([url, 68, 'df[col].astype(np.float32)',
    'df[col].apply(np.float32)', t1, t2, 'pd.Series.astype', 'pd.Series.apply']
    )
",AssertionError
D://crw_data//df.apply\source20\code\pd.Series.astype_replace0.py,AttributeError: \'datetime64[ns]\' is not a valid function for \'Series\' object,"writer.writerow([url, 29, ""df.pickup_datetime.astype('datetime64[ns]')"",
    ""df.pickup_datetime.apply('datetime64[ns]')"", t1, t2,
    'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//df.apply\source25\code\pd.Series.astype_replace1.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 85, 'np.array(train_values).astype(float)',
    'np.array(train_values).apply(float)', t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AttributeError
D://crw_data//df.fillna\source10\code\pd.Series.astype_replace0.py,AttributeError: \'DatetimeIndex\' object has no attribute \'apply\',"writer.writerow([url, 67,
    ""pd.DatetimeIndex(df['purchase_date']).astype(np.int64)"",
    ""pd.DatetimeIndex(df['purchase_date']).apply(np.int64)"", t1, t2,
    'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//df.fillna\source52\code\pd.Series.astype_replace0.py,AssertionError,"writer.writerow([url, 117,
    '(train_df.iloc[:, 2:].sum(axis=1) == 0).astype(int)',
    '(train_df.iloc[:, 2:].sum(axis=1) == 0).apply(int)', t1, t2,
    'pd.Series.astype', 'pd.Series.apply'])
",AssertionError
D://crw_data//df.iloc\source30\code\pd.Series.astype_replace0.py,AttributeError: apply not found,"writer.writerow([url, 59, 'dummies.astype(np.int8)',
    'dummies.apply(np.int8)', t1, t2, 'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//df.iloc\source31\code\pd.Series.astype_replace0.py,AssertionError,"writer.writerow([url, 69, ""merged_df['dependency'].astype(np.float32)"",
    ""merged_df['dependency'].apply(np.float32)"", t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AssertionError
D://crw_data//df.iloc\source79\code\pd.Series.astype_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 45, 'X[:, self.left:self.right].astype(int)',
    'X[:, self.left:self.right].apply(int)', t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AttributeError
D://crw_data//df.sum\source5\code\pd.Series.astype_replace0.py,"TypeError: (""cannot convert the series to <class \'int\'>"", \'occurred at index v1\')","writer.writerow([url, 21, 'pd.isnull(train).astype(int)',
    'pd.isnull(train).apply(int)', t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",TypeError
D://crw_data//np.append\source15\code\pd.Series.astype_replace0.py,"TypeError: (""cannot convert the series to <class \'int\'>"", \'occurred at index char_10\')","writer.writerow([url, 63, 'ppl[ppl_logi].astype(int)',
    'ppl[ppl_logi].apply(int)', t1, t2, 'pd.Series.astype', 'pd.Series.apply'])
",TypeError
D://crw_data//np.append\source5\code\pd.Series.astype_replace0.py,AttributeError: \'numpy.float64\' object has no attribute \'apply\',"writer.writerow([url, 67, 'onep[dista == min(dista)][0][0].astype(int)',
    'onep[dista == min(dista)][0][0].apply(int)', t1, t2,
    'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.arange\source315\code\pd.Series.astype_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 29, 'np.around(result).astype(int)',
    'np.around(result).apply(int)', t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AttributeError
D://crw_data//np.argmax\source76\code\pd.Series.astype_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 44,
    '(np.random.random_sample((num_input, num_hidden)) - 0.5).astype(np.float32)'
    ,
    '(np.random.random_sample((num_input, num_hidden)) - 0.5).apply(np.float32)'
    , t1, t2, 'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.array\source1007\code\pd.Series.astype_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 77, 'test.id.values.astype(int)',
    'test.id.values.apply(int)', t1, t2, 'pd.Series.astype', 'pd.Series.apply']
    )
",AttributeError
D://crw_data//np.array\source1215\code\pd.Series.astype_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 167, 'np.logspace(0, 2, num=3).astype(int)',
    'np.logspace(0, 2, num=3).apply(int)', t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AttributeError
D://crw_data//np.array\source608\code\pd.Series.astype_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 583, ""np.array(test['ID']).astype(int)"",
    ""np.array(test['ID']).apply(int)"", t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AttributeError
D://crw_data//np.concatenate\source104\code\pd.Series.astype_replace1.py,AttributeError: \'category\' is not a valid function for \'Series\' object,"writer.writerow([url, 45, ""training_set['Embarked'].astype('category')"",
    ""training_set['Embarked'].apply('category')"", t1, t2,
    'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//df.fillna\source26\code\pd.Series.astype_replace0.py,AssertionError,"writer.writerow([url, 221, 'prop[c].astype(np.float32)',
    'prop[c].apply(np.float32)', t1, t2, 'pd.Series.astype', 'pd.Series.apply']
    )
",AssertionError
D://crw_data//np.arange\source235\code\pd.Series.astype_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 148,
    'promo_df[t2017 + timedelta(days=i)].values.astype(np.uint8)',
    'promo_df[t2017 + timedelta(days=i)].values.apply(np.uint8)', t1, t2,
    'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//df.fillna\source48\code\pd.Series.astype_replace2.py,AssertionError,"writer.writerow([url, 66, 'df[col].astype(np.float16)',
    'df[col].apply(np.float16)', t1, t2, 'pd.Series.astype', 'pd.Series.apply']
    )
",AssertionError
D://crw_data//df.apply\source25\code\pd.Series.astype_replace2.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 86, 'np.array(train_values).astype(float)',
    'np.array(train_values).apply(float)', t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AttributeError
D://crw_data//df.apply\source69\code\pd.Series.astype_replace0.py,AttributeError: \'datetime64[ns]\' is not a valid function for \'Series\' object,"writer.writerow([url, 39, ""df.pickup_datetime.astype('datetime64[ns]')"",
    ""df.pickup_datetime.apply('datetime64[ns]')"", t1, t2,
    'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//df.iloc\source31\code\pd.Series.astype_replace1.py,AssertionError,"writer.writerow([url, 70, ""merged_df['edjefe'].astype(np.int8)"",
    ""merged_df['edjefe'].apply(np.int8)"", t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AssertionError
D://crw_data//df.iloc\source79\code\pd.Series.astype_replace1.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 52, 'X[:, self.left:self.right].astype(int)',
    'X[:, self.left:self.right].apply(int)', t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AttributeError
D://crw_data//np.array\source994\code\pd.Series.astype_replace6.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 195, 'data[0].astype(int)', 'data[0].apply(int)', t1,
    t2, 'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.concatenate\source104\code\pd.Series.astype_replace2.py,AttributeError: \'category\' is not a valid function for \'Series\' object,"writer.writerow([url, 47, ""prediction_set['Sex'].astype('category')"",
    ""prediction_set['Sex'].apply('category')"", t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AttributeError
D://crw_data//df.loc\source106\code\pd.Series.astype_replace1.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 129, 'cell_test[:, (-1)].flatten().astype(np.int32)',
    'cell_test[:, (-1)].flatten().apply(np.int32)', t1, t2,
    'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//df.loc\source135\code\pd.Series.astype_replace0.py,AssertionError,"writer.writerow([url, 209, '(df[col] > d_median[col]).astype(np.uint8)',
    '(df[col] > d_median[col]).apply(np.uint8)', t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AssertionError
D://crw_data//np.array\source970\code\pd.Series.astype_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 73,
    'promo_2017[t2017 + timedelta(days=i)].values.astype(np.uint8)',
    'promo_2017[t2017 + timedelta(days=i)].values.apply(np.uint8)', t1, t2,
    'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.array\source962\code\pd.Series.astype_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 317, 'test.id.values.astype(int)',
    'test.id.values.apply(int)', t1, t2, 'pd.Series.astype', 'pd.Series.apply']
    )
",AttributeError
D://crw_data//np.array\source930\code\pd.Series.astype_replace2.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 51, 'test.astype(float)', 'test.apply(float)', t1, t2,
    'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.array\source919\code\pd.Series.astype_replace1.py,AssertionError,"writer.writerow([url, 71, ""properties['parcelid'].astype(np.int32)"",
    ""properties['parcelid'].apply(np.int32)"", t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AssertionError
D://crw_data//np.array\source891\code\pd.Series.astype_replace2.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 89, 'test.astype(np.float32)',
    'test.apply(np.float32)', t1, t2, 'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.array\source888\code\pd.Series.astype_replace0.py,AttributeError: \'category\' is not a valid function for \'Series\' object,"writer.writerow([url, 57, ""train[cat_features[c]].astype('category')"",
    ""train[cat_features[c]].apply('category')"", t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AttributeError
D://crw_data//np.array\source832\code\pd.Series.astype_replace9.py,AssertionError,"writer.writerow([url, 47, 'train.reordered.astype(np.int8)',
    'train.reordered.apply(np.int8)', t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AssertionError
D://crw_data//np.array\source752\code\pd.Series.astype_replace6.py,AssertionError,"writer.writerow([url, 22, 'df[col].astype(np.float32)',
    'df[col].apply(np.float32)', t1, t2, 'pd.Series.astype', 'pd.Series.apply']
    )
",AssertionError
D://crw_data//np.array\source721\code\pd.Series.astype_replace5.py,AssertionError,"writer.writerow([url, 227, ""people['char_' + str(i)].astype(np.int32)"",
    ""people['char_' + str(i)].apply(np.int32)"", t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AssertionError
D://crw_data//np.array\source60\code\pd.Series.astype_replace0.py,AssertionError,"writer.writerow([url, 26, ""df[col].astype('str')"", ""df[col].apply('str')"",
    t1, t2, 'pd.Series.astype', 'pd.Series.apply'])
",AssertionError
D://crw_data//np.array\source961\code\pd.Series.astype_replace1.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 103, 'test_s.astype(float)', 'test_s.apply(float)',
    t1, t2, 'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.array\source939\code\pd.Series.astype_replace1.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 76,
    '(promo_2017[t2017 + timedelta(days=i)] - 1).values.astype(np.uint8)',
    '(promo_2017[t2017 + timedelta(days=i)] - 1).values.apply(np.uint8)',
    t1, t2, 'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.array\source930\code\pd.Series.astype_replace1.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 50, 'train.astype(float)', 'train.apply(float)', t1,
    t2, 'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.array\source919\code\pd.Series.astype_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 30, ""train_df['logerror'].values.astype(np.float32)"",
    ""train_df['logerror'].values.apply(np.float32)"", t1, t2,
    'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.array\source891\code\pd.Series.astype_replace1.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 87, 'train.astype(np.float32)',
    'train.apply(np.float32)', t1, t2, 'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.array\source872\code\pd.Series.astype_replace0.py,AttributeError: \'category\' is not a valid function for \'Series\' object,"writer.writerow([url, 38, ""train_test[cat_features[c]].astype('category')"",
    ""train_test[cat_features[c]].apply('category')"", t1, t2,
    'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.array\source832\code\pd.Series.astype_replace8.py,AssertionError,"writer.writerow([url, 45, 'products.product_id.astype(np.int32)',
    'products.product_id.apply(np.int32)', t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AssertionError
D://crw_data//np.array\source609\code\pd.Series.astype_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 309, ""np.array(test['ID']).astype(int)"",
    ""np.array(test['ID']).apply(int)"", t1, t2, 'pd.Series.astype',
    'pd.Series.apply'])
",AttributeError
D://crw_data//np.array\source199\code\pd.Series.astype_replace1.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 101, 'test.astype(float)', 'test.apply(float)', t1,
    t2, 'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.array\source19\code\pd.Series.astype_replace3.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 178,
    ""pd.to_datetime(df['project_submitted_datetime']).values.astype(np.int64)"",
    ""pd.to_datetime(df['project_submitted_datetime']).values.apply(np.int64)"",
    t1, t2, 'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.array\source1124\code\pd.Series.astype_replace0.py,AttributeError: \'category\' is not a valid function for \'Series\' object,"writer.writerow([url, 38, ""train_test[cat_features[c]].astype('category')"",
    ""train_test[cat_features[c]].apply('category')"", t1, t2,
    'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//np.argmax\source76\code\pd.Series.astype_replace3.py,AttributeError: \'numpy.ndarray\' object has no attribute \'apply\',"writer.writerow([url, 47, 'np.zeros((1, num_output)).astype(np.float32)',
    'np.zeros((1, num_output)).apply(np.float32)', t1, t2,
    'pd.Series.astype', 'pd.Series.apply'])
",AttributeError
D://crw_data//df.iloc\source46\code\pd.Series.map_replace_replace0.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 186, ""dataset['Sex'].map({'male': 0, 'female': 1})"",
    ""pd.DataFrame(dataset['Sex']).replace({'male': 0, 'female': 1})"", t1,
    t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//df.iloc\source46\code\pd.Series.map_replace_replace1.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 240,
    ""dataset['Embarked'].map({'S': 0, 'Q': 1, 'C': 2})"",
    ""pd.DataFrame(dataset['Embarked']).replace({'S': 0, 'Q': 1, 'C': 2})"",
    t1, t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//df.loc\source120\code\pd.Series.map_replace_replace0.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 134, ""dataset['Sex'].map({'female': 1, 'male': 0})"",
    ""pd.DataFrame(dataset['Sex']).replace({'female': 1, 'male': 0})"", t1,
    t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//df.loc\source120\code\pd.Series.map_replace_replace1.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 238,
    ""dataset['Embarked'].map({'S': 0, 'C': 1, 'Q': 2})"",
    ""pd.DataFrame(dataset['Embarked']).replace({'S': 0, 'C': 1, 'Q': 2})"",
    t1, t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//df.loc\source122\code\pd.Series.map_replace_replace0.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 120, ""dataset['Sex'].map({'female': 1, 'male': 0})"",
    ""pd.DataFrame(dataset['Sex']).replace({'female': 1, 'male': 0})"", t1,
    t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//df.loc\source122\code\pd.Series.map_replace_replace1.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 213,
    ""dataset['Embarked'].map({'S': 0, 'C': 1, 'Q': 2})"",
    ""pd.DataFrame(dataset['Embarked']).replace({'S': 0, 'C': 1, 'Q': 2})"",
    t1, t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//df.loc\source136\code\pd.Series.map_replace_replace0.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 104, ""dataset['Sex'].map({'female': 1, 'male': 0})"",
    ""pd.DataFrame(dataset['Sex']).replace({'female': 1, 'male': 0})"", t1,
    t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//df.loc\source136\code\pd.Series.map_replace_replace1.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 189,
    ""dataset['Embarked'].map({'S': 0, 'C': 1, 'Q': 2})"",
    ""pd.DataFrame(dataset['Embarked']).replace({'S': 0, 'C': 1, 'Q': 2})"",
    t1, t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//df.loc\source143\code\pd.Series.map_replace_replace0.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 72, ""dataset['Sex'].map({'female': 1, 'male': 0})"",
    ""pd.DataFrame(dataset['Sex']).replace({'female': 1, 'male': 0})"", t1,
    t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//df.loc\source143\code\pd.Series.map_replace_replace1.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 142,
    ""dataset['Embarked'].map({'S': 0, 'C': 1, 'Q': 2})"",
    ""pd.DataFrame(dataset['Embarked']).replace({'S': 0, 'C': 1, 'Q': 2})"",
    t1, t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//df.loc\source154\code\pd.Series.map_replace_replace0.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 128, ""dataset['Sex'].map({'female': 1, 'male': 0})"",
    ""pd.DataFrame(dataset['Sex']).replace({'female': 1, 'male': 0})"", t1,
    t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//df.loc\source154\code\pd.Series.map_replace_replace1.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 234,
    ""dataset['Embarked'].map({'S': 0, 'C': 1, 'Q': 2})"",
    ""pd.DataFrame(dataset['Embarked']).replace({'S': 0, 'C': 1, 'Q': 2})"",
    t1, t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//df.loc\source254\code\pd.Series.map_replace_replace0.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 119, ""dataset['Sex'].map({'female': 1, 'male': 0})"",
    ""pd.DataFrame(dataset['Sex']).replace({'female': 1, 'male': 0})"", t1,
    t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//df.loc\source254\code\pd.Series.map_replace_replace1.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 195,
    ""dataset['Embarked'].map({'S': 0, 'C': 1, 'Q': 2})"",
    ""pd.DataFrame(dataset['Embarked']).replace({'S': 0, 'C': 1, 'Q': 2})"",
    t1, t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//np.zeros\source160\code\pd.Series.map_replace_replace0.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 119, ""dataset['Sex'].map({'female': 1, 'male': 0})"",
    ""pd.DataFrame(dataset['Sex']).replace({'female': 1, 'male': 0})"", t1,
    t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//np.zeros\source160\code\pd.Series.map_replace_replace1.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 143,
    ""dataset['Embarked'].map({'S': 0, 'C': 1, 'Q': 2})"",
    ""pd.DataFrame(dataset['Embarked']).replace({'S': 0, 'C': 1, 'Q': 2})"",
    t1, t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//np.zeros\source305\code\pd.Series.map_replace_replace1.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 85,
    ""dataset['Embarked'].map({'S': 0, 'C': 1, 'Q': 2})"",
    ""pd.DataFrame(dataset['Embarked']).replace({'S': 0, 'C': 1, 'Q': 2})"",
    t1, t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//np.zeros\source313\code\pd.Series.map_replace_replace0.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 42, ""dataset['Sex'].map({'female': 1, 'male': 0})"",
    ""pd.DataFrame(dataset['Sex']).replace({'female': 1, 'male': 0})"", t1,
    t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//np.zeros\source313\code\pd.Series.map_replace_replace1.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 103,
    ""dataset['Embarked'].map({'S': 0, 'C': 1, 'Q': 2})"",
    ""pd.DataFrame(dataset['Embarked']).replace({'S': 0, 'C': 1, 'Q': 2})"",
    t1, t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//np.zeros\source340\code\pd.Series.map_replace_replace0.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 68, ""dataset['Sex'].map({'female': 1, 'male': 0})"",
    ""pd.DataFrame(dataset['Sex']).replace({'female': 1, 'male': 0})"", t1,
    t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//np.zeros\source344\code\pd.Series.map_replace_replace0.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 55, ""dataset['Sex'].map({'female': 1, 'male': 0})"",
    ""pd.DataFrame(dataset['Sex']).replace({'female': 1, 'male': 0})"", t1,
    t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//np.zeros\source344\code\pd.Series.map_replace_replace1.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 116,
    ""dataset['Embarked'].map({'S': 0, 'C': 1, 'Q': 2})"",
    ""pd.DataFrame(dataset['Embarked']).replace({'S': 0, 'C': 1, 'Q': 2})"",
    t1, t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//np.zeros\source353\code\pd.Series.map_replace_replace0.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 52, ""data['Sex'].map({'female': 0, 'male': 1})"",
    ""pd.DataFrame(data['Sex']).replace({'female': 0, 'male': 1})"", t1, t2,
    'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//np.zeros\source366\code\pd.Series.map_replace_replace0.py,TypeError: Cannot compare types \'ndarray(dtype=int32)\' and \'str\',"writer.writerow([url, 12, ""dataset['Sex'].map({'female': 1, 'male': 0})"",
    ""pd.DataFrame(dataset['Sex']).replace({'female': 1, 'male': 0})"", t1,
    t2, 'pd.Series.map', 'pd.DataFrame.replace'])
",TypeError
D://crw_data//np.where\source156\code\pd.Series.map_where_replace1.py,"ValueError: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().","writer.writerow([url, 222,
    ""family['FamilySize'].map(lambda s: 1 if 2 <= s <= 4 else 0)"",
    ""np.where( 2 <= family['FamilySize'] <= 4 , 1 ,0)"", t1, t2,
    'pd.Series.map', 'np.where'])
",ValueError
D://crw_data//np.where\source74\code\pd.Series.map_where_replace1.py,"ValueError: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().","writer.writerow([url, 142,
    ""family['FamilySize'].map(lambda s: 1 if 2 <= s <= 4 else 0)"",
    ""np.where( 2 <= family['FamilySize'] <= 4 , 1 ,0)"", t1, t2,
    'pd.Series.map', 'np.where'])
",ValueError
D://crw_data//pd.concat\source1118\code\pd.Series.map_where_replace1.py,"ValueError: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().","writer.writerow([url, 289,
    ""combined['FamilySize'].map(lambda s: 1 if 2 <= s <= 4 else 0)"",
    ""np.where( 2 <= combined['FamilySize'] <= 4 , 1 ,0)"", t1, t2,
    'pd.Series.map', 'np.where'])
",ValueError
