,,,,,ɸѡ,
titanic,D://crw_data//np.column_stack\source18,102,"test.loc[x[0], 'Sex']","test.ix[x[0], 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2123,49,"titanic_train.loc[titanic_train['Sex'] == 'male', 'Sex']","titanic_train.ix[titanic_train['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.ones\source13,56,"data.loc[data.Cabin.str[0] == 'A', 'Cabin']","data.ix[data.Cabin.str[0] == 'A', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source121,52,"df.loc[df['Embarked'] == 'Q', 'Embarked']","df.ix[df['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.crosstab\source32,94,"dataset.loc[dataset['Age'] <= 16, 'Age']","dataset.ix[dataset['Age'] <= 16, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source137,83,"dataset.loc[(dataset['Age'] > 32) & (dataset['Age'] <= 48), 'Age']","dataset.ix[(dataset['Age'] > 32) & (dataset['Age'] <= 48), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source779,292,"dataset.loc[(dataset['Fare'] > 14.454) & (dataset['Fare'] <= 24.479), 'Fare']","dataset.ix[(dataset['Fare'] > 14.454) & (dataset['Fare'] <= 24.479), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source779,264,"dataset.loc[(dataset['Age'] > 19) & (dataset['Age'] <= 29), 'Age']","dataset.ix[(dataset['Age'] > 19) & (dataset['Age'] <= 29), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2578,27,"titanic.loc[titanic['Embarked'] == 'C', 'Embarked']","titanic.ix[titanic['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source77,69,"train_df.loc[train_df['Embarked'] == 'C', 'Embarked']","train_df.ix[train_df['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source137,79,"dataset.loc[dataset['Age'] <= 16, 'Age']","dataset.ix[dataset['Age'] <= 16, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source354,163,"data['train'].loc[(61, 829), 'Embarked']","data['train'].ix[(61, 829), 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1587,127,"data.loc[data.Sex != 'male', 'Sex']","data.ix[data.Sex != 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source96,31,"train_data.loc[:, (['Pclass', 'Sex', 'Age'])]","train_data.ix[:, (['Pclass', 'Sex', 'Age'])]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.crosstab\source32,97,"dataset.loc[(dataset['Age'] > 48) & (dataset['Age'] <= 64), 'Age']","dataset.ix[(dataset['Age'] > 48) & (dataset['Age'] <= 64), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source113,60,"train.loc[r, 'Name']","train.ix[r, 'Name']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source113,72,"test.loc[r, 'Name']","test.ix[r, 'Name']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.where\source21,139,"fullData.loc[fullData.TicketDiffFares == 1, 'TicketFare']","fullData.ix[fullData.TicketDiffFares == 1, 'TicketFare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1700,65,"dataset.loc[(dataset['Fare'] > 7.91) & (dataset['Fare'] <= 14.454), 'Fare']","dataset.ix[(dataset['Fare'] > 7.91) & (dataset['Fare'] <= 14.454), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source137,85,"dataset.loc[(dataset['Age'] > 48) & (dataset['Age'] <= 64), 'Age']","dataset.ix[(dataset['Age'] > 48) & (dataset['Age'] <= 64), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source230,31,"test_df.loc[test_df['Embarked'] == 'Q', 'Embarked']","test_df.ix[test_df['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source1054,249,"grouped_median.loc['male', 1, 'Master']","grouped_median.ix['male', 1, 'Master']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.unique\source24,57,"test.loc[:, (['Pclass', 'Age', 'Sex', 'SibSp', 'Parch', 'Fare', 'Embarked'])]","test.ix[:, (['Pclass', 'Age', 'Sex', 'SibSp', 'Parch', 'Fare', 'Embarked'])]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source174,67,"df.loc[df.FareFill > fare_ceiling - 1.0, 'FareFill']","df.ix[df.FareFill > fare_ceiling - 1.0, 'FareFill']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.unique\source100,53,"test.loc[test.Age.isnull(), 'Age']","test.ix[test.Age.isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source84,30,"t_train.loc[t_train['Embarked'] == 'Q', 'Embarked']","t_train.ix[t_train['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2575,19,"titanic.loc[titanic['Sex'] == 'male', 'Sex']","titanic.ix[titanic['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1587,147,"data.loc[data.Cabin.str[0] == 'G', 'Cabin']","data.ix[data.Cabin.str[0] == 'G', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source111,273,"Xdf.loc[(Xdf['Age'] > 48) & (Xdf['Age'] <= 64), 'Age']","Xdf.ix[(Xdf['Age'] > 48) & (Xdf['Age'] <= 64), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source113,44,"test.loc[152, 'Fare']","test.ix[152, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.argsort\source10,23,"full.loc[:, ('Title')]","full.ix[:, ('Title')]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source1054,237,"grouped_median.loc['female', 3, 'Miss']","grouped_median.ix['female', 3, 'Miss']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.unique\source99,43,"train.loc[train.Fare > bin_max, 'Fare']","train.ix[train.Fare > bin_max, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source111,271,"Xdf.loc[(Xdf['Age'] > 32) & (Xdf['Age'] <= 48), 'Age']","Xdf.ix[(Xdf['Age'] > 32) & (Xdf['Age'] <= 48), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.arange\source82,55,"dataset.loc[dataset['Embarked'] == 'Q', 'Embarked']","dataset.ix[dataset['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.unique\source24,42,"train.loc[train['Sex'] == 'female', 'Sex']","train.ix[train['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.zeros\source160,34,"dataset.loc[(dataset['Age'] > 5) & (dataset['Age'] <= 16), 'Age']","dataset.ix[(dataset['Age'] > 5) & (dataset['Age'] <= 16), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1700,43,"dataset.loc[(dataset['Age'] > 25) & (dataset['Age'] <= 35), 'Age']","dataset.ix[(dataset['Age'] > 25) & (dataset['Age'] <= 35), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1281,45,"X_test.loc[:, (['Fare'])]","X_test.ix[:, (['Fare'])]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source49,91,"df.loc[df['Age'] > 64, 'Age']","df.ix[df['Age'] > 64, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source4054,25,"train.loc[train['Embarked'] == 'S', 'Embarked']","train.ix[train['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source4054,33,"test.loc[test['Embarked'] == 'S', 'Embarked']","test.ix[test['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source121,50,"df.loc[df['Embarked'] == 'S', 'Embarked']","df.ix[df['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2454,29,"titanic_test.loc[titanic_test['Sex'] == 'female', 'Sex']","titanic_test.ix[titanic_test['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source137,81,"dataset.loc[(dataset['Age'] > 16) & (dataset['Age'] <= 32), 'Age']","dataset.ix[(dataset['Age'] > 16) & (dataset['Age'] <= 32), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.column_stack\source17,108,"train.loc[x[0], 'Sex']","train.ix[x[0], 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source230,38,"test_df.loc[test_df['Age'].isnull(), 'Age']","test_df.ix[test_df['Age'].isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2265,33,"test.loc[test['Embarked'] == 'C', 'Embarked']","test.ix[test['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1722,45,"train.loc[(train['Age'] > 56) & (train['Age'] <= 70), 'Age']","train.ix[(train['Age'] > 56) & (train['Age'] <= 70), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source230,26,"train_df.loc[train_df['Embarked'] == 'Q', 'Embarked']","train_df.ix[train_df['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.arange\source385,131,"data_p.loc[data_p['Fare'].isnull(), 'Price']","data_p.ix[data_p['Fare'].isnull(), 'Price']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.array\source195,27,"train.loc[train.FamilySize < 2, 'FamilyId']","train.ix[train.FamilySize < 2, 'FamilyId']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1682,49,"custom_train.loc[custom_train['Age'] <= 16, 'Age']","custom_train.ix[custom_train['Age'] <= 16, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1268,52,"dataset.loc[dataset['Fare'] <= 17, 'Fare']","dataset.ix[dataset['Fare'] <= 17, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source114,129,"df_combo.loc[:, ('TicketGrp')]","df_combo.ix[:, ('TicketGrp')]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source779,291,"dataset.loc[(dataset['Fare'] > 9.841) & (dataset['Fare'] <= 14.454), 'Fare']","dataset.ix[(dataset['Fare'] > 9.841) & (dataset['Fare'] <= 14.454), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1268,55,"dataset.loc[dataset['Fare'] > 100, 'Fare']","dataset.ix[dataset['Fare'] > 100, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1268,35,"dataset.loc[dataset['Age'] <= 16, 'Age']","dataset.ix[dataset['Age'] <= 16, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source1054,217,"grouped_median.loc['female', 1, 'Royalty']","grouped_median.ix['female', 1, 'Royalty']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source77,83,"test_df.loc[test_df['Embarked'] == 'Q', 'Embarked']","test_df.ix[test_df['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1965,46,"new_train.loc[new_train['Embarked'] == 'S', 'Embarked']","new_train.ix[new_train['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.unique\source99,64,"test.loc[test.Age.isnull(), 'Age']","test.ix[test.Age.isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.iloc\source46,86,"train_df.loc[:, ('Name')]","train_df.ix[:, ('Name')]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source1054,269,"grouped_median.loc['male', 2, 'Master']","grouped_median.ix['male', 2, 'Master']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source567,52,"all_data2.loc[all_data2.Age.isnull(), 'Age']","all_data2.ix[all_data2.Age.isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source499,154,"grouped_median.loc['female', 3, 'Miss']","grouped_median.ix['female', 3, 'Miss']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source235,201,"dataset.loc[(dataset['Age'] > 16) & (dataset['Age'] <= 32), 'Age']","dataset.ix[(dataset['Age'] > 16) & (dataset['Age'] <= 32), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source157,31,"dfFeatures.loc[dfFeatures['Age'] <= 16, 'Age']","dfFeatures.ix[dfFeatures['Age'] <= 16, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.crosstab\source32,87,"dataset.loc[dataset['Fare'] <= 7.91, 'Fare']","dataset.ix[dataset['Fare'] <= 7.91, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source98,43,"full.loc[full.PassengerId == 1284, ['SibSp', 'Parch']]","full.ix[full.PassengerId == 1284, ['SibSp', 'Parch']]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.ones\source9,58,"train.loc[train['Embarked'] == 'C', 'Embarked']","train.ix[train['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source244,21,"data.loc[data['Sex'] == 'female', 'Sex']","data.ix[data['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source49,90,"df.loc[(df['Age'] > 48) & (df['Age'] <= 64), 'Age']","df.ix[(df['Age'] > 48) & (df['Age'] <= 64), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.unique\source99,79,"test.loc[test.Fare.isnull() & (test.Pclass == f + 1), 'Fare']","test.ix[test.Fare.isnull() & (test.Pclass == f + 1), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1485,13,"train.loc[:, (['Pclass', 'Sex', 'Age', 'SibSp', 'Parch', 'Fare'])]","train.ix[:, (['Pclass', 'Sex', 'Age', 'SibSp', 'Parch', 'Fare'])]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1281,35,"X_test.loc[:, (['Embarked'])]","X_test.ix[:, (['Embarked'])]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.append\source51,231,"data_frame.loc[data_frame['Age'].isnull(), 'Age']","data_frame.ix[data_frame['Age'].isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source4054,22,"train.loc[train['Sex'] == 'male', 'Sex']","train.ix[train['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.zeros\source397,106,"data.loc[data.Fare.isnull() & (data.Pclass == f + 1), 'Fare']","data.ix[data.Fare.isnull() & (data.Pclass == f + 1), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source779,288,"dataset.loc[dataset['Fare'] <= 7.75, 'Fare']","dataset.ix[dataset['Fare'] <= 7.75, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.count_nonzero\source6,157,"titanic.loc[titanic['Pclass'] == 2, 'Survived']","titanic.ix[titanic['Pclass'] == 2, 'Survived']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2123,43,"titanic_test.loc[titanic_test['Sex'] == 'female', 'Sex']","titanic_test.ix[titanic_test['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1700,45,"dataset.loc[(dataset['Age'] > 50) & (dataset['Age'] <= 60), 'Age']","dataset.ix[(dataset['Age'] > 50) & (dataset['Age'] <= 60), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.ones\source9,219,"train.loc[train['Sex'] == 1, 'Sex']","train.ix[train['Sex'] == 1, 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source779,295,"dataset.loc[dataset['Fare'] > 69.487, 'Fare']","dataset.ix[dataset['Fare'] > 69.487, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source139,44,"df.loc[df.Age.isnull(), 'Age']","df.ix[df.Age.isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source137,87,"dataset.loc[dataset['Age'] > 64, 'Age']","dataset.ix[dataset['Age'] > 64, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source235,207,"dataset.loc[dataset['Age'] > 64, 'Age']","dataset.ix[dataset['Age'] > 64, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2361,73,"testData.loc[testData.Age.isnull(), 'modAge']","testData.ix[testData.Age.isnull(), 'modAge']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source111,269,"Xdf.loc[(Xdf['Age'] > 16) & (Xdf['Age'] <= 32), 'Age']","Xdf.ix[(Xdf['Age'] > 16) & (Xdf['Age'] <= 32), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.ones\source9,59,"train.loc[train['Embarked'] == 'Q', 'Embarked']","train.ix[train['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source113,63,"train.loc[r, 'Title']","train.ix[r, 'Title']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.ones\source13,59,"data.loc[data.Cabin.str[0] == 'D', 'Cabin']","data.ix[data.Cabin.str[0] == 'D', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source499,172,"grouped_median.loc['male', 2, 'Officer']","grouped_median.ix['male', 2, 'Officer']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.crosstab\source17,151,"dataset.loc[(dataset['Age'] > 48) & (dataset['Age'] <= 64), 'Age']","dataset.ix[(dataset['Age'] > 48) & (dataset['Age'] <= 64), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.ones\source9,64,"test.loc[test['Embarked'] == 'C', 'Embarked']","test.ix[test['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.array\source610,68,"test_df.loc[test_df.Age.isnull(), 'Age']","test_df.ix[test_df.Age.isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source983,78,"dataset.loc[dataset['FamilySize'] > 0, 'Family']","dataset.ix[dataset['FamilySize'] > 0, 'Family']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source499,163,"grouped_median.loc['male', 1, 'Officer']","grouped_median.ix['male', 1, 'Officer']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2578,21,"titanic.loc[titanic['Sex'] == 'male', 'Sex']","titanic.ix[titanic['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source157,34,"dfFeatures.loc[(dfFeatures['Age'] > 48) & (dfFeatures['Age'] <= 64), 'Age']","dfFeatures.ix[(dfFeatures['Age'] > 48) & (dfFeatures['Age'] <= 64), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2413,36,"dataset.loc[dataset['Embarked'] == 'S', 'Embarked']","dataset.ix[dataset['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1965,49,"new_train.loc[new_train['Embarked'] == 'Q', 'Embarked']","new_train.ix[new_train['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source779,330,"dataset.loc[dataset['Parch'] == 0, 'Parch']","dataset.ix[dataset['Parch'] == 0, 'Parch']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source779,265,"dataset.loc[(dataset['Age'] > 29) & (dataset['Age'] <= 39), 'Age']","dataset.ix[(dataset['Age'] > 29) & (dataset['Age'] <= 39), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2578,24,"ttest.loc[ttest['Sex'] == 'female', 'Sex']","ttest.ix[ttest['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source499,140,"grouped_median.loc['female', 1, 'Miss']","grouped_median.ix['female', 1, 'Miss']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.array\source195,59,"train.loc[:, ('Fare')]","train.ix[:, ('Fare')]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1672,13,"test.loc[:, (feat_colums)]","test.ix[:, (feat_colums)]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.where\source21,141,"fullData.loc[fullData.TicketDiffFares > 1, 'TicketFare']","fullData.ix[fullData.TicketDiffFares > 1, 'TicketFare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1281,28,"X_train.loc[:, (['Embarked'])]","X_train.ix[:, (['Embarked'])]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source77,66,"train_df.loc[train_df['Sex'] == 'female', 'Sex']","train_df.ix[train_df['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1281,40,"X_test.loc[:, (['Age'])]","X_test.ix[:, (['Age'])]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2575,26,"titanic.loc[titanic['Sex'] == 0, 'Age']","titanic.ix[titanic['Sex'] == 0, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2578,30,"ttest.loc[ttest['Embarked'] == 'S', 'Embarked']","ttest.ix[ttest['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source779,293,"dataset.loc[(dataset['Fare'] > 24.479) & (dataset['Fare'] <= 31), 'Fare']","dataset.ix[(dataset['Fare'] > 24.479) & (dataset['Fare'] <= 31), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.zeros\source400,114,"data.loc[data.Fare.isnull() & (data.Pclass == f + 1), 'Fare']","data.ix[data.Fare.isnull() & (data.Pclass == f + 1), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.count_nonzero\source6,89,"titanic.loc[titanic['Pclass'] == 3, 'Survived']","titanic.ix[titanic['Pclass'] == 3, 'Survived']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.crosstab\source32,95,"dataset.loc[(dataset['Age'] > 16) & (dataset['Age'] <= 32), 'Age']","dataset.ix[(dataset['Age'] > 16) & (dataset['Age'] <= 32), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.concat\source499,161,"grouped_median.loc['male', 1, 'Mr']","grouped_median.ix['male', 1, 'Mr']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.array\source610,76,"test_df.loc[test_df.Fare.isnull() & (test_df.Pclass == f + 1), 'Fare']","test_df.ix[test_df.Fare.isnull() & (test_df.Pclass == f + 1), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.ones\source38,31,"train.loc[train['Sex'] == 'male', 'Sex']","train.ix[train['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.arange\source82,51,"dataset.loc[dataset['Embarked'] == 'S', 'Embarked']","dataset.ix[dataset['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source121,48,"df.loc[df['Sex'] == 'male', 'Sex']","df.ix[df['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.concatenate\source113,50,"test.loc[:, ('Fare')]","test.ix[:, ('Fare')]",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source1921,28,"train.loc[~train['Title'].isin(['Mr', 'Miss', 'Mrs', 'Master']), 'Title']","train.ix[~train['Title'].isin(['Mr', 'Miss', 'Mrs', 'Master']), 'Title']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.ones\source13,21,"data.loc[data.Name.str.contains('Mrs.', regex=False), 'Prefix']","data.ix[data.Name.str.contains('Mrs.', regex=False), 'Prefix']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2910,147,"data.loc[data.Cabin.str[0] == 'G', 'Cabin']","data.ix[data.Cabin.str[0] == 'G', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2413,32,"dataset.loc[dataset['Sex'] == 'male', 'Sex']","dataset.ix[dataset['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//pd.read_csv\source2582,26,"df_train.loc[df_train['Age'].isnull(), 'Age']","df_train.ix[df_train['Age'].isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//df.loc\source111,275,"Xdf.loc[Xdf['Age'] > 64, 'Age']","Xdf.ix[Xdf['Age'] > 64, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
titanic,D://crw_data//np.count_nonzero\source6,153,"titanic.loc[titanic['Pclass'] == 2, 'Pclass']","titanic.ix[titanic['Pclass'] == 2, 'Pclass']",pd.DataFrame.loc,pd.DataFrame.ix
