3,titanic,D://crw_data//pd.read_csv\source1722,"train.loc[(train['Age'] > 28) & (train['Age'] <= 42), 'Age']","train.ix[(train['Age'] > 28) & (train['Age'] <= 42), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1281,"X_test.loc[:, (['Embarked'])]","X_test.ix[:, (['Embarked'])]",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.unique\source24,"test.loc[test['Embarked'] == 'Q', 'Embarked']","test.ix[test['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.concatenate\source98,"full.loc[full.PassengerId == 280, ['SibSp', 'Parch']]","full.ix[full.PassengerId == 280, ['SibSp', 'Parch']]",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1722,"test.loc[test['Age'] > 70, 'Age']","test.ix[test['Age'] > 70, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source983,"dataset.loc[dataset['FamilySize'] == 0, 'Family']","dataset.ix[dataset['FamilySize'] == 0, 'Family']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.concatenate\source113,"train.loc[r, 'Name']","train.ix[r, 'Name']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source779,"dataset.loc[dataset['Parch'] != 0, 'Parch']","dataset.ix[dataset['Parch'] != 0, 'Parch']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.concatenate\source113,"test.loc[test['Sex'] == 'female', 'Sex']","test.ix[test['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source779,"dataset.loc[(dataset['Fare'] > 31) & (dataset['Fare'] <= 69.487), 'Fare']","dataset.ix[(dataset['Fare'] > 31) & (dataset['Fare'] <= 69.487), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source499,"grouped_median.loc['female', 1, 'Royalty']","grouped_median.ix['female', 1, 'Royalty']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1965,"new_train.loc[new_train['Sex'] == 'female', 'Sex']","new_train.ix[new_train['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source354,"data['train'].loc[:, (col)]","data['train'].ix[:, (col)]",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source2265,"test.loc[test['Cabin'] != 'N', 'Cabin']","test.ix[test['Cabin'] != 'N', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//df.loc\source220,"df.loc[passenger, 'Fare']","df.ix[passenger, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source779,"dataset.loc[(dataset['Fare'] > 7.91) & (dataset['Fare'] <= 9.841), 'Fare']","dataset.ix[(dataset['Fare'] > 7.91) & (dataset['Fare'] <= 9.841), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//df.loc\source49,"df.loc[(df['Age'] > 32) & (df['Age'] <= 48), 'Age']","df.ix[(df['Age'] > 32) & (df['Age'] <= 48), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.where\source52,"c.loc[(c['Fare'] > 25) & (c['Fare'] <= 55), 'FareB']","c.ix[(c['Fare'] > 25) & (c['Fare'] <= 55), 'FareB']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.count_nonzero\source6,"titanic.loc[titanic['Sex'] == 'male', 'Sex']","titanic.ix[titanic['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source2910,"data.loc[data.Cabin.str[0] == 'E', 'Cabin']","data.ix[data.Cabin.str[0] == 'E', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.crosstab\source17,"dataset.loc[dataset['Fare'] > 31, 'Fare']","dataset.ix[dataset['Fare'] > 31, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.concatenate\source84,"t_train.loc[t_train['Sex'] == 'male', 'Sex']","t_train.ix[t_train['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source354,"data['test'].loc[:, ('Cabin')]","data['test'].ix[:, ('Cabin')]",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.zeros\source713,"file.loc[file.Sex == 'male', 'Sex']","file.ix[file.Sex == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.count_nonzero\source6,"titanic.loc[titanic['Pclass'] == 3, 'Survived']","titanic.ix[titanic['Pclass'] == 3, 'Survived']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source354,"data['train'].loc[:, (col)]","data['train'].ix[:, (col)]",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.unique\source24,"train.loc[train['Embarked'] == 'S', 'Embarked']","train.ix[train['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//df.loc\source111,"Xdf.loc[Xdf['Age'] <= 16, 'Age']","Xdf.ix[Xdf['Age'] <= 16, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.concatenate\source113,"test.loc[test['Embarked'] == 'Q', 'Embarked']","test.ix[test['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.ones\source13,"data.loc[data.Sex != 'male', 'Sex']","data.ix[data.Sex != 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.arange\source82,"dataset.loc[dataset['Embarked'] == 'C', 'Embarked']","dataset.ix[dataset['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//df.loc\source77,"test_df.loc[test_df['Embarked'] == 'S', 'Embarked']","test_df.ix[test_df['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source2265,"test.loc[test['Cabin'] == 'N', 'Cabin']","test.ix[test['Cabin'] == 'N', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//df.loc\source107,"train_df.loc[train_df.Age.isnull() & (train_df.Gender == f), 'Age']","train_df.ix[train_df.Age.isnull() & (train_df.Gender == f), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.crosstab\source17,"dataset.loc[dataset['Fare'] <= 7.91, 'Fare']","dataset.ix[dataset['Fare'] <= 7.91, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.concatenate\source113,"train.loc[r, 'Name']","train.ix[r, 'Name']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1722,"test.loc[test['Age'] <= 14, 'Age']","test.ix[test['Age'] <= 14, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source311,"test.loc[test.Sex == 'female', 'Sex']","test.ix[test.Sex == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1474,"dataset.loc[dataset['FamilySize'] == 1, 'IsAlone']","dataset.ix[dataset['FamilySize'] == 1, 'IsAlone']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.count_nonzero\source6,"titanic.loc[titanic['Pclass'] == 1, 'Survived']","titanic.ix[titanic['Pclass'] == 1, 'Survived']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.unique\source24,"train.loc[train['Embarked'] == 'Q', 'Embarked']","train.ix[train['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source826,"titanic.loc[titanic['Embarked'] == 'C', 'Embarked']","titanic.ix[titanic['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1587,"data.loc[data.Cabin.str[0] == 'E', 'Cabin']","data.ix[data.Cabin.str[0] == 'E', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.zeros\source439,"train.loc[train['Fare'] == 0, 'Fare_norm']","train.ix[train['Fare'] == 0, 'Fare_norm']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source499,"grouped_median.loc['male', 1, 'Master']","grouped_median.ix['male', 1, 'Master']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source2910,"data.loc[data.Sex == 'male', 'Sex']","data.ix[data.Sex == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//df.loc\source137,"test_df.loc[:, (selected_features)]","test_df.ix[:, (selected_features)]",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source2265,"test.loc[test['Sex'] == 'female', 'Sex']","test.ix[test['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.ones\source13,"data.loc[data.Cabin.str[0] == 'F', 'Cabin']","data.ix[data.Cabin.str[0] == 'F', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source779,"dataset.loc[dataset['Age'] > 39, 'Age']","dataset.ix[dataset['Age'] > 39, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.column_stack\source18,"test.loc[x[0], 'Sex']","test.ix[x[0], 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1902,"train.loc[:, (['Name', 'SibSp', 'Age', 'Parch'])]","train.ix[:, (['Name', 'SibSp', 'Age', 'Parch'])]",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source499,"grouped_median.loc['male', 1, 'Royalty']","grouped_median.ix['male', 1, 'Royalty']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.unique\source100,"train.loc[train.Age.isnull(), 'Age']","train.ix[train.Age.isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.array\source195,"train.loc[:, ('Pclass')]","train.ix[:, ('Pclass')]",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1841,"test2.loc[test['Embarked'] == 'C', 'Embarked']","test2.ix[test['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.concatenate\source113,"train.loc[r, 'Title']","train.ix[r, 'Title']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source499,"grouped_median.loc['male', 3, 'Master']","grouped_median.ix['male', 3, 'Master']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source2265,"test.loc[test['Sex'] == 'male', 'Sex']","test.ix[test['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.crosstab\source32,"dataset.loc[dataset['Age'] > 64, 'Age']","dataset.ix[dataset['Age'] > 64, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.concatenate\source96,"train_data.loc[:, (['Fare'])]","train_data.ix[:, (['Fare'])]",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.zeros\source397,"data.loc[data.Fare > bin_max, 'Fare']","data.ix[data.Fare > bin_max, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.ones\source9,"test.loc[test['Embarked'] == 'S', 'Embarked']","test.ix[test['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.unique\source24,"test.loc[test['Embarked'] == 'S', 'Embarked']","test.ix[test['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//df.loc\source188,"X_df.loc[:, ('Embarked')]","X_df.ix[:, ('Embarked')]",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//df.loc\source177,"df.loc[df.Fare.isnull() & (df.Pclass == f + 1), 'Fare']","df.ix[df.Fare.isnull() & (df.Pclass == f + 1), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.count_nonzero\source6,"titanic_test.loc[titanic_test['Embarked'] == 'C', 'Embarked']","titanic_test.ix[titanic_test['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1281,"X_train.loc[:, (['Fare'])]","X_train.ix[:, (['Fare'])]",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source4054,"test.loc[test['Embarked'] == 'C', 'Embarked']","test.ix[test['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source354,"data['train'].loc[:, (col)]","data['train'].ix[:, (col)]",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.ones\source38,"test.loc[test['Sex'] == 'female', 'Sex']","test.ix[test['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//df.loc\source162,"df.loc[df.Fare.isnull() & (df.Gender == i) & (df.Pclass == j + 1), 'Fare']","df.ix[df.Fare.isnull() & (df.Gender == i) & (df.Pclass == j + 1), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//df.loc\source107,"test_df.loc[test_df.Fare.isnull() & (test_df.Pclass == f + 1), 'Fare']","test_df.ix[test_df.Fare.isnull() & (test_df.Pclass == f + 1), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source576,"total.loc[total['FamilySizeCategories'] == 1, 'FamilySizeCategories']","total.ix[total['FamilySizeCategories'] == 1, 'FamilySizeCategories']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1587,"data.loc[data.Cabin.str[0] == 'A', 'Cabin']","data.ix[data.Cabin.str[0] == 'A', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.unique\source99,"train.loc[train.Fare.isnull() & (train.Pclass == f + 1), 'Fare']","train.ix[train.Fare.isnull() & (train.Pclass == f + 1), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source2123,"titanic_train.loc[titanic_train['Embarked'] == 'C', 'Embarked']","titanic_train.ix[titanic_train['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//df.loc\source230,"train_df.loc[train_df['Embarked'] == 'C', 'Embarked']","train_df.ix[train_df['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1700,"dataset.loc[(dataset['Age'] > 35) & (dataset['Age'] <= 50), 'Age']","dataset.ix[(dataset['Age'] > 35) & (dataset['Age'] <= 50), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//df.loc\source111,"Xdf.loc[Xdf['Fare'] > 31, 'Fare']","Xdf.ix[Xdf['Fare'] > 31, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1700,"dataset.loc[(dataset['Fare'] > 14.454) & (dataset['Fare'] <= 31), 'Fare']","dataset.ix[(dataset['Fare'] > 14.454) & (dataset['Fare'] <= 31), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source2910,"data.loc[data.Embarked == 'S', 'Embarked']","data.ix[data.Embarked == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.ones\source13,"data.loc[data.Cabin.str[0] == 'G', 'Cabin']","data.ix[data.Cabin.str[0] == 'G', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source2413,"dataset.loc[dataset['Embarked'] == 'C', 'Embarked']","dataset.ix[dataset['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.crosstab\source17,"dataset.loc[(dataset['Fare'] > 7.91) & (dataset['Fare'] <= 14.454), 'Fare']","dataset.ix[(dataset['Fare'] > 7.91) & (dataset['Fare'] <= 14.454), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source1054,"grouped_median.loc['female', 2, 'Mrs']","grouped_median.ix['female', 2, 'Mrs']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.concatenate\source113,"train.loc[r, 'Title']","train.ix[r, 'Title']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source857,"combined2.loc[:, ('Title')]","combined2.ix[:, ('Title')]",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source4054,"test.loc[test['Embarked'] == 'Q', 'Embarked']","test.ix[test['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.where\source76,"data.loc[data['Title'] == 'Dr', 'Age']","data.ix[data['Title'] == 'Dr', 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source1054,"grouped_median.loc['male', 1, 'Mr']","grouped_median.ix['male', 1, 'Mr']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.where\source52,"c.loc[c['Fare'] > 55, 'FareB']","c.ix[c['Fare'] > 55, 'FareB']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1841,"test2.loc[test['Sex'] == 'female', 'Sex']","test2.ix[test['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1921,"train.loc[train['Fare'] <= 7.91, 'Fare']","train.ix[train['Fare'] <= 7.91, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1700,"dataset.loc[dataset['Fare'] <= 7.91, 'Fare']","dataset.ix[dataset['Fare'] <= 7.91, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//df.loc\source49,"df.loc[df['Family_size'] == 1, 'isAlone']","df.ix[df['Family_size'] == 1, 'isAlone']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source779,"dataset.loc[(dataset['Age'] > 9) & (dataset['Age'] <= 19), 'Age']","dataset.ix[(dataset['Age'] > 9) & (dataset['Age'] <= 19), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1281,"X_train.loc[:, (['Sex'])]","X_train.ix[:, (['Sex'])]",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source49,"full.loc[full.Age.isnull(), 'Age']","full.ix[full.Age.isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.where\source52,"c.loc[c['Age'] <= 16, 'Sex']","c.ix[c['Age'] <= 16, 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.concatenate\source113,"train.loc[r, 'Title']","train.ix[r, 'Title']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source311,"titanic.loc[titanic.Sex == 'female', 'Sex']","titanic.ix[titanic.Sex == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.count_nonzero\source6,"titanic_test.loc[titanic_test['Sex'] == 'female', 'Sex']","titanic_test.ix[titanic_test['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.ones\source38,"test.loc[test['Embarked'] == 'Q', 'Embarked']","test.ix[test['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.array\source610,"train_df.loc[train_df.Embarked.isnull(), 'Embarked']","train_df.ix[train_df.Embarked.isnull(), 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.ones\source13,"data.loc[data.Name.str.contains('Mr.', regex=False), 'Prefix']","data.ix[data.Name.str.contains('Mr.', regex=False), 'Prefix']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.concatenate\source113,"train.loc[train['Embarked'] == 'S', 'Embarked']","train.ix[train['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//df.loc\source111,"Xdf.loc[(Xdf['Fare'] > 7.91) & (Xdf['Fare'] <= 14.454), 'Fare']","Xdf.ix[(Xdf['Fare'] > 7.91) & (Xdf['Fare'] <= 14.454), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.ones\source13,"data.loc[data.Name.str.contains('Miss.', regex=False), 'Prefix']","data.ix[data.Name.str.contains('Miss.', regex=False), 'Prefix']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source779,"dataset.loc[dataset['Age'] <= 9, 'Age']","dataset.ix[dataset['Age'] <= 9, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1722,"test.loc[(test['Age'] > 42) & (test['Age'] <= 56), 'Age']","test.ix[(test['Age'] > 42) & (test['Age'] <= 56), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1841,"train2.loc[train['Sex'] == 'male', 'Sex']","train2.ix[train['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.where\source76,"data.loc[data['Title'] == 'Mrs', 'Age']","data.ix[data['Title'] == 'Mrs', 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1722,"test.loc[(test['Age'] > 28) & (test['Age'] <= 42), 'Age']","test.ix[(test['Age'] > 28) & (test['Age'] <= 42), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source2910,"data.loc[data.Sex != 'male', 'Sex']","data.ix[data.Sex != 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1700,"dataset.loc[dataset['Age'] > 120, 'Age']","dataset.ix[dataset['Age'] > 120, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source2265,"train.loc[train['Cabin'] == 'N', 'Cabin']","train.ix[train['Cabin'] == 'N', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.unique\source24,"test.loc[test['Sex'] == 'male', 'Sex']","test.ix[test['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.zeros\source160,"dataset.loc[dataset['Age'] <= 5, 'Age']","dataset.ix[dataset['Age'] <= 5, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source2413,"dataset.loc[dataset['Embarked'] == 'Q', 'Embarked']","dataset.ix[dataset['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.array\source195,"train.loc[:, ('Age')]","train.ix[:, ('Age')]",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source1054,"grouped_median.loc['female', 3, 'Mrs']","grouped_median.ix['female', 3, 'Mrs']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//df.loc\source111,"Xdf.loc[(Xdf['Fare'] > 14.454) & (Xdf['Fare'] <= 31), 'Fare']","Xdf.ix[(Xdf['Fare'] > 14.454) & (Xdf['Fare'] <= 31), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1965,"new_train.loc[new_train['Embarked'] == 'C', 'Embarked']","new_train.ix[new_train['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.concat\source1054,"grouped_median.loc['female', 1, 'Miss']","grouped_median.ix['female', 1, 'Miss']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.array\source610,"train_df.loc[train_df.Age.isnull(), 'Age']","train_df.ix[train_df.Age.isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1587,"data.loc[data.Embarked == 'Q', 'Embarked']","data.ix[data.Embarked == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source4054,"test.loc[test['Sex'] == 'female', 'Sex']","test.ix[test['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.where\source76,"data.loc[data['Title'] == 'Master', 'Age']","data.ix[data['Title'] == 'Master', 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.column_stack\source17,"test.loc[x[0], 'Sex']","test.ix[x[0], 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source2413,"dataset.loc[dataset['Sex'] == 'female', 'Sex']","dataset.ix[dataset['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source2454,"titanic_test.loc[titanic_test['Embarked'] == 'Q', 'Embarked']","titanic_test.ix[titanic_test['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1722,"train.loc[(train['Age'] > 42) & (train['Age'] <= 56), 'Age']","train.ix[(train['Age'] > 42) & (train['Age'] <= 56), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1700,"dataset.loc[(dataset['Age'] > 5) & (dataset['Age'] <= 12), 'Age']","dataset.ix[(dataset['Age'] > 5) & (dataset['Age'] <= 12), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//np.where\source76,"data.loc[data['Title'] == 'Mr', 'Age']","data.ix[data['Title'] == 'Mr', 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
3,titanic,D://crw_data//pd.read_csv\source1921,"train.loc[train['Fare'] > 31, 'Fare']","train.ix[train['Fare'] > 31, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix,
