1,airbnb-recruiting-new-user-bookings,https://www.kaggle.com/etherqua/airbnbdemo,df_all.date_account_created.astype(str),df_all.date_account_created.apply(str),pd.Series.astype,pd.Series.apply 
3,titanic,https://www.kaggle.com/ldj6692240/titanicxgboostscript,"grouped_median.loc['male', 1, 'Mr']","grouped_median.ix['male', 1, 'Mr']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/bhavesh09/onemoremodel,"c.loc[c['Fare'] > 55, 'FareB']","c.ix[c['Fare'] > 55, 'FareB']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/abrierly/explore-titanic-python,"test2.loc[test['Sex'] == 'female', 'Sex']","test2.ix[test['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/dexter22/testing,"train.loc[train['Fare'] <= 7.91, 'Fare']","train.ix[train['Fare'] <= 7.91, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/jtson1213/titanic-decision-tree-classifier,"dataset.loc[(dataset['Age'] > 9) & (dataset['Age'] <= 19), 'Age']","dataset.ix[(dataset['Age'] > 9) & (dataset['Age'] <= 19), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/bhavesh09/onemoremodel,"c.loc[c['Age'] <= 16, 'Sex']","c.ix[c['Age'] <= 16, 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/dujianjun79/titanic-machine-learing,"titanic.loc[titanic.Sex == 'female', 'Sex']","titanic.ix[titanic.Sex == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/cooleel/a-quick-try-of-h2o-automl-on-titanic-dataset,"data.loc[data.Name.str.contains('Mr.', regex=False), 'Prefix']","data.ix[data.Name.str.contains('Mr.', regex=False), 'Prefix']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sergioortiz/titanic-competition-script-1,"Xdf.loc[(Xdf['Fare'] > 7.91) & (Xdf['Fare'] <= 14.454), 'Fare']","Xdf.ix[(Xdf['Fare'] > 7.91) & (Xdf['Fare'] <= 14.454), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/bhavesh09/titanicsurvivalprediction,"test.loc[(test['Age'] > 42) & (test['Age'] <= 56), 'Age']","test.ix[(test['Age'] > 42) & (test['Age'] <= 56), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/brandymat/titanic-kernel-test,"data.loc[data['Title'] == 'Mrs', 'Age']","data.ix[data['Title'] == 'Mrs', 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/bhavesh09/titanicsurvivalprediction,"test.loc[(test['Age'] > 28) & (test['Age'] <= 42), 'Age']","test.ix[(test['Age'] > 28) & (test['Age'] <= 42), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sinanalb/test-titanic,"dataset.loc[dataset['Age'] > 120, 'Age']","dataset.ix[dataset['Age'] > 120, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/lostking91/titanic,"train.loc[train['Cabin'] == 'N', 'Cabin']","train.ix[train['Cabin'] == 'N', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sodanuo/fork-dataquest,"dataset.loc[dataset['Embarked'] == 'Q', 'Embarked']","dataset.ix[dataset['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/yashduvvuru/pytanic,"train.loc[:, ('Age')]","train.ix[:, ('Age')]",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/ldj6692240/titanicxgboostscript,"grouped_median.loc['female', 3, 'Mrs']","grouped_median.ix['female', 3, 'Mrs']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sergioortiz/titanic-competition-script-1,"Xdf.loc[(Xdf['Fare'] > 14.454) & (Xdf['Fare'] <= 31), 'Fare']","Xdf.ix[(Xdf['Fare'] > 14.454) & (Xdf['Fare'] <= 31), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/gunjan17/mytitanicsolution,"new_train.loc[new_train['Embarked'] == 'C', 'Embarked']","new_train.ix[new_train['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/ldj6692240/titanicxgboostscript,"grouped_median.loc['female', 1, 'Miss']","grouped_median.ix['female', 1, 'Miss']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/kotaroito/titanic,"train_df.loc[train_df.Age.isnull(), 'Age']","train_df.ix[train_df.Age.isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/fromage0/testtest,"data.loc[data.Embarked == 'Q', 'Embarked']","data.ix[data.Embarked == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/brandymat/titanic-kernel-test,"data.loc[data['Title'] == 'Master', 'Age']","data.ix[data['Title'] == 'Master', 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/jeolas/id-survived,"titanic_test.loc[titanic_test['Embarked'] == 'Q', 'Embarked']","titanic_test.ix[titanic_test['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/bhavesh09/titanicsurvivalprediction,"train.loc[(train['Age'] > 42) & (train['Age'] <= 56), 'Age']","train.ix[(train['Age'] > 42) & (train['Age'] <= 56), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sinanalb/test-titanic,"dataset.loc[(dataset['Age'] > 5) & (dataset['Age'] <= 12), 'Age']","dataset.ix[(dataset['Age'] > 5) & (dataset['Age'] <= 12), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/brandymat/titanic-kernel-test,"data.loc[data['Title'] == 'Mr', 'Age']","data.ix[data['Title'] == 'Mr', 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/dexter22/testing,"train.loc[train['Fare'] > 31, 'Fare']","train.ix[train['Fare'] > 31, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/brandymat/titanic-kernel-test,"data.loc[data['Title'] == 'Miss', 'Age']","data.ix[data['Title'] == 'Miss', 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/ldj6692240/titanicxgboostscript,"grouped_median.loc['male', 2, 'Officer']","grouped_median.ix['male', 2, 'Officer']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/brandymat/titanic-kernel-test,"data.loc[data['Title'] == 'Ms', 'Age']","data.ix[data['Title'] == 'Ms', 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sjtreadway/titanic-prediction,"dataset.loc[(dataset['Fare'] > 17) & (dataset['Fare'] <= 30), 'Fare']","dataset.ix[(dataset['Fare'] > 17) & (dataset['Fare'] <= 30), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/fromage0/testtest,"data.loc[data.Cabin.str[0] == 'D', 'Cabin']","data.ix[data.Cabin.str[0] == 'D', 'Cabin']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/gilsonfaria/script4-boolsibsp-parch,"train.loc[x[0], 'Sex']","train.ix[x[0], 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sinanalb/test-titanic,"dataset.loc[(dataset['Age'] > 18) & (dataset['Age'] <= 25), 'Age']","dataset.ix[(dataset['Age'] > 18) & (dataset['Age'] <= 25), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/jtson1213/titanic-decision-tree-classifier,"dataset.loc[dataset['SibSp'] == 0, 'SibSp']","dataset.ix[dataset['SibSp'] == 0, 'SibSp']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/andyxie/titanic-xgboost,"data['test'].loc[:, (col)]","data['test'].ix[:, (col)]",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sergioortiz/titanic-competition-script-1,"Xdf.loc[Xdf['Fare'] <= 7.91, 'Fare']","Xdf.ix[Xdf['Fare'] <= 7.91, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/tedspikes/titanic-test,"test.loc[:, (['Pclass', 'Sex', 'Age', 'SibSp', 'Parch', 'Fare'])]","test.ix[:, (['Pclass', 'Sex', 'Age', 'SibSp', 'Parch', 'Fare'])]",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/dexter22/testing,"train.loc[(train['Fare'] > 14.454) & (train['Fare'] <= 31), 'Fare']","train.ix[(train['Fare'] > 14.454) & (train['Fare'] <= 31), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/buzzolord/kappavoid-testing,"dataset.loc[(dataset['Age'] > 48) & (dataset['Age'] <= 64), 'Age']","dataset.ix[(dataset['Age'] > 48) & (dataset['Age'] <= 64), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/anirban00727/titanic-survival-chances-prediction,"grouped_median.loc['female', 1, 'Officer']","grouped_median.ix['female', 1, 'Officer']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/yashduvvuru/pytanic,"train.loc[train.Sex == 'male', 'Gender']","train.ix[train.Sex == 'male', 'Gender']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/piplimoon/leaderboard-0-8134,df_combo.loc[len(titanic_train['Survived']):],df_combo.ix[len(titanic_train['Survived']):],pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/leblondmorgan/titanic-machine-learning,"test_df.loc[test_df['Sex'] == 'female', 'Sex']","test_df.ix[test_df['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/abrierly/explore-titanic-python,"train2.loc[train['Embarked'] == 'S', 'Embarked']","train2.ix[train['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/ldj6692240/titanicxgboostscript,"grouped_median.loc['male', 1, 'Officer']","grouped_median.ix['male', 1, 'Officer']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/journeycheng/script-py,"test_df.loc[test_df.Age.isnull() & (f == test_df.Title), 'Age']","test_df.ix[test_df.Age.isnull() & (f == test_df.Title), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sinanalb/test-titanic,"dataset.loc[(dataset['Age'] > 12) & (dataset['Age'] <= 18), 'Age']","dataset.ix[(dataset['Age'] > 12) & (dataset['Age'] <= 18), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/leblondmorgan/titanic-machine-learning,"test_df.loc[test_df['Embarked'] == 'C', 'Embarked']","test_df.ix[test_df['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/lindenlu/linden-titanic-script,"train_df.loc[train_df.Embarked.isnull(), 'Name']","train_df.ix[train_df.Embarked.isnull(), 'Name']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/rcasellas/ensemble-stacking-with-et-script,"df.loc[df['Age'] <= 16, 'Age']","df.ix[df['Age'] <= 16, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/unlikelybutpossible/logistic,"dataset.loc[dataset['Age'] <= 16, 'Age']","dataset.ix[dataset['Age'] <= 16, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/bhavesh09/titanicsurvivalprediction,"test.loc[(test['Age'] > 14) & (test['Age'] <= 28), 'Age']","test.ix[(test['Age'] > 14) & (test['Age'] <= 28), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/felsiq/some-amateurish-full-titanic-data-process,"data_frame.loc[data_frame['Fare'].isnull(), 'Fare']","data_frame.ix[data_frame['Fare'].isnull(), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sachin13/titanic,"data.loc[data['Fare'].isnull() & (data['Pclass'] == i), 'Fare']","data.ix[data['Fare'].isnull() & (data['Pclass'] == i), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/rohitagarwal/attempt-number-1,"total.loc[total['Embarked'].isnull(), 'Embarked']","total.ix[total['Embarked'].isnull(), 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/clararnoux/titanic-not-failing,"titanic_train.loc[titanic_train['Sex'] == 'male', 'Sex']","titanic_train.ix[titanic_train['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/bineetranjan/gbt-classification,"df.loc[df['Embarked'] == 'Q', 'Embarked']","df.ix[df['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/shitalsawant/liner-svm-two-variables-py,"dataset.loc[(dataset['Age'] > 32) & (dataset['Age'] <= 48), 'Age']","dataset.ix[(dataset['Age'] > 32) & (dataset['Age'] <= 48), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/jtson1213/titanic-decision-tree-classifier,"dataset.loc[(dataset['Fare'] > 14.454) & (dataset['Fare'] <= 24.479), 'Fare']","dataset.ix[(dataset['Fare'] > 14.454) & (dataset['Fare'] <= 24.479), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/jtson1213/titanic-decision-tree-classifier,"dataset.loc[(dataset['Age'] > 19) & (dataset['Age'] <= 29), 'Age']","dataset.ix[(dataset['Age'] > 19) & (dataset['Age'] <= 29), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/andyxie/titanic-xgboost,"data['train'].loc[(61, 829), 'Embarked']","data['train'].ix[(61, 829), 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/abrierly/nn-approach,"test.loc[r, 'Name']","test.ix[r, 'Name']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/cast42/xgboost-example-python,"test_df.loc[test_df['Embarked'] == 'Q', 'Embarked']","test_df.ix[test_df['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/daniglezl/main-1-py,"test.loc[test.Age.isnull(), 'Age']","test.ix[test.Age.isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/robdias/predictfy-titanic-survival,"t_train.loc[t_train['Embarked'] == 'Q', 'Embarked']","t_train.ix[t_train['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sergioortiz/titanic-competition-script-1,"Xdf.loc[(Xdf['Age'] > 48) & (Xdf['Age'] <= 64), 'Age']","Xdf.ix[(Xdf['Age'] > 48) & (Xdf['Age'] <= 64), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/abrierly/nn-approach,"test.loc[152, 'Fare']","test.ix[152, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/ldj6692240/titanicxgboostscript,"grouped_median.loc['female', 3, 'Miss']","grouped_median.ix['female', 3, 'Miss']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sergioortiz/titanic-competition-script-1,"Xdf.loc[(Xdf['Age'] > 32) & (Xdf['Age'] <= 48), 'Age']","Xdf.ix[(Xdf['Age'] > 32) & (Xdf['Age'] <= 48), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/buzzolord/kappavoid-testing,"dataset.loc[(dataset['Age'] > 5) & (dataset['Age'] <= 16), 'Age']","dataset.ix[(dataset['Age'] > 5) & (dataset['Age'] <= 16), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sinanalb/test-titanic,"dataset.loc[(dataset['Age'] > 25) & (dataset['Age'] <= 35), 'Age']","dataset.ix[(dataset['Age'] > 25) & (dataset['Age'] <= 35), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/rcasellas/ensemble-stacking-with-et-script,"df.loc[df['Age'] > 64, 'Age']","df.ix[df['Age'] > 64, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/bineetranjan/gbt-classification,"df.loc[df['Embarked'] == 'S', 'Embarked']","df.ix[df['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/cast42/xgboost-example-python,"test_df.loc[test_df['Age'].isnull(), 'Age']","test_df.ix[test_df['Age'].isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/bhavesh09/titanicsurvivalprediction,"train.loc[(train['Age'] > 56) & (train['Age'] <= 70), 'Age']","train.ix[(train['Age'] > 56) & (train['Age'] <= 70), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/cast42/xgboost-example-python,"train_df.loc[train_df['Embarked'] == 'Q', 'Embarked']","train_df.ix[train_df['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sjtreadway/titanic-prediction,"dataset.loc[dataset['Fare'] <= 17, 'Fare']","dataset.ix[dataset['Fare'] <= 17, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/piplimoon/leaderboard-0-8134,"df_combo.loc[:, ('TicketGrp')]","df_combo.ix[:, ('TicketGrp')]",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/jtson1213/titanic-decision-tree-classifier,"dataset.loc[(dataset['Fare'] > 9.841) & (dataset['Fare'] <= 14.454), 'Fare']","dataset.ix[(dataset['Fare'] > 9.841) & (dataset['Fare'] <= 14.454), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sjtreadway/titanic-prediction,"dataset.loc[dataset['Fare'] > 100, 'Fare']","dataset.ix[dataset['Fare'] > 100, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/gunjan17/mytitanicsolution,"new_train.loc[new_train['Embarked'] == 'S', 'Embarked']","new_train.ix[new_train['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/ldj6692240/titanicxgboostscript,"grouped_median.loc['male', 2, 'Master']","grouped_median.ix['male', 2, 'Master']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/adiamb/titanic-survival-my-way,"all_data2.loc[all_data2.Age.isnull(), 'Age']","all_data2.ix[all_data2.Age.isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/hawkinsliam/simple-random-forest,"dfFeatures.loc[dfFeatures['Age'] <= 16, 'Age']","dfFeatures.ix[dfFeatures['Age'] <= 16, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/devinodsa/titanic,"full.loc[full.PassengerId == 1284, ['SibSp', 'Parch']]","full.ix[full.PassengerId == 1284, ['SibSp', 'Parch']]",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/kingarthurie/titanik-rdf,"data.loc[data['Sex'] == 'female', 'Sex']","data.ix[data['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/rcasellas/ensemble-stacking-with-et-script,"df.loc[(df['Age'] > 48) & (df['Age'] <= 64), 'Age']","df.ix[(df['Age'] > 48) & (df['Age'] <= 64), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/felsiq/some-amateurish-full-titanic-data-process,"data_frame.loc[data_frame['Age'].isnull(), 'Age']","data_frame.ix[data_frame['Age'].isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/jtson1213/titanic-decision-tree-classifier,"dataset.loc[dataset['Fare'] <= 7.75, 'Fare']","dataset.ix[dataset['Fare'] <= 7.75, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/utsavpatel/titanic-test,"titanic.loc[titanic['Pclass'] == 2, 'Survived']","titanic.ix[titanic['Pclass'] == 2, 'Survived']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sinanalb/test-titanic,"dataset.loc[(dataset['Age'] > 50) & (dataset['Age'] <= 60), 'Age']","dataset.ix[(dataset['Age'] > 50) & (dataset['Age'] <= 60), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/zgo2016/titanic-logistic-regression,"train.loc[train['Sex'] == 1, 'Sex']","train.ix[train['Sex'] == 1, 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/jtson1213/titanic-decision-tree-classifier,"dataset.loc[dataset['Fare'] > 69.487, 'Fare']","dataset.ix[dataset['Fare'] > 69.487, 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/mldm16fe/mytest051603,"testData.loc[testData.Age.isnull(), 'modAge']","testData.ix[testData.Age.isnull(), 'modAge']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sergioortiz/titanic-competition-script-1,"Xdf.loc[(Xdf['Age'] > 16) & (Xdf['Age'] <= 32), 'Age']","Xdf.ix[(Xdf['Age'] > 16) & (Xdf['Age'] <= 32), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/kotaroito/titanic,"test_df.loc[test_df.Age.isnull(), 'Age']","test_df.ix[test_df.Age.isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/anjuram25/titanic-ramanujamallam,"dataset.loc[dataset['FamilySize'] > 0, 'Family']","dataset.ix[dataset['FamilySize'] > 0, 'Family']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/hawkinsliam/simple-random-forest,"dfFeatures.loc[(dfFeatures['Age'] > 48) & (dfFeatures['Age'] <= 64), 'Age']","dfFeatures.ix[(dfFeatures['Age'] > 48) & (dfFeatures['Age'] <= 64), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sodanuo/fork-dataquest,"dataset.loc[dataset['Embarked'] == 'S', 'Embarked']","dataset.ix[dataset['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/gunjan17/mytitanicsolution,"new_train.loc[new_train['Embarked'] == 'Q', 'Embarked']","new_train.ix[new_train['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/jtson1213/titanic-decision-tree-classifier,"dataset.loc[dataset['Parch'] == 0, 'Parch']","dataset.ix[dataset['Parch'] == 0, 'Parch']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/jtson1213/titanic-decision-tree-classifier,"dataset.loc[(dataset['Age'] > 29) & (dataset['Age'] <= 39), 'Age']","dataset.ix[(dataset['Age'] > 29) & (dataset['Age'] <= 39), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sakenk/random-forest,"ttest.loc[ttest['Sex'] == 'female', 'Sex']","ttest.ix[ttest['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/yashduvvuru/pytanic,"train.loc[:, ('Fare')]","train.ix[:, ('Fare')]",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/bwboerman/a-quick-dive-into-h2o-with-python,"fullData.loc[fullData.TicketDiffFares > 1, 'TicketFare']","fullData.ix[fullData.TicketDiffFares > 1, 'TicketFare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/omijn1/titanic-survivor-prediction,"X_train.loc[:, (['Embarked'])]","X_train.ix[:, (['Embarked'])]",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/leblondmorgan/titanic-machine-learning,"train_df.loc[train_df['Sex'] == 'female', 'Sex']","train_df.ix[train_df['Sex'] == 'female', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/omijn1/titanic-survivor-prediction,"X_test.loc[:, (['Age'])]","X_test.ix[:, (['Age'])]",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/mschou/titanic001,"titanic.loc[titanic['Sex'] == 0, 'Age']","titanic.ix[titanic['Sex'] == 0, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sakenk/random-forest,"ttest.loc[ttest['Embarked'] == 'S', 'Embarked']","ttest.ix[ttest['Embarked'] == 'S', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/jtson1213/titanic-decision-tree-classifier,"dataset.loc[(dataset['Fare'] > 24.479) & (dataset['Fare'] <= 31), 'Fare']","dataset.ix[(dataset['Fare'] > 24.479) & (dataset['Fare'] <= 31), 'Fare']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/abrierly/nn-approach,"test.loc[:, ('Fare')]","test.ix[:, ('Fare')]",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/cooleel/a-quick-try-of-h2o-automl-on-titanic-dataset,"data.loc[data.Name.str.contains('Mrs.', regex=False), 'Prefix']","data.ix[data.Name.str.contains('Mrs.', regex=False), 'Prefix']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/sergioortiz/titanic-competition-script-1,"Xdf.loc[Xdf['Age'] > 64, 'Age']","Xdf.ix[Xdf['Age'] > 64, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/srinisid/test1,"df_test.loc[df_test['Age'].isnull(), 'Age']","df_test.ix[df_test['Age'].isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/kingarthurie/titanik-rdf,"data.loc[data['Embarked'] == 'C', 'Embarked']","data.ix[data['Embarked'] == 'C', 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
3,titanic,https://www.kaggle.com/omijn1/titanic-survivor-prediction,"X_test.loc[X_test.Embarked.isna(), ['Embarked']]","X_test.ix[X_test.Embarked.isna(), ['Embarked']]",pd.DataFrame.loc,pd.DataFrame.ix
